,Unnamed: 0,ac_adapter,audio_ports,backlit_keyboard,battery,bluetooth,brand,card_reader,color,color_gamut,core_name,cpu,cpu_l3_cache,cpu_speed,cpu_type,date_first_available,dimensions_(w_x_d_h),display_type,gpu/vpu,graphic_type,graphics_card,hdd,hdmi,keyboard,lcd_features,memory,memory_slot_(available),memory_slot_(total),memory_spec,model,number_of_cores,operating_system,optical_drive_type,other_features,panel,part_number,price,resolution,screen,screen_size,series,ssd,storage,storage_spec,style,touchscreen,turbo_frequency,type,usage,usb,video_memory,webcam,weight,wide_screen_support,wifi_generation,wlan,audio,battery_life,ethernet,lan,max_memory_supported,memory_speed,speaker,thunderbolt,optical_drive_spec,touchpad,package_content,parts,pointing_stick,communication,labor,package_type,memory_type,refresh_rate,virtual_reality_ready,optical_drive,other_port,smart_cache,docking_connector,video_port,software_included,service,chipset,cpu_support,accidental_damage_warranty,cpu_l2_cache,tech,hdd_interface,hdd_rpm,bezel_design,thunderbolt_3,optical_drive_interface,nfc_supported,laptop_name,graphics_card_score,cpu_score,cpu_type_speed,ram,storage_score,hdd_score,resolution_score,screen_size_score
1338,1338,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.1,lenovo,Yes,Black,,,,12MB Cache,2.60GHz,Intel Core i7 10th Gen,"November 16, 2021",,,NVIDIA Quadro P600,Dedicated Card,,,1 x HDMI,Standard,,32GB,,,,,,Windows 11 Pro,No,,,,360062.4,1920 x 1080,,"15.6""",ThinkPad P15v,2 TB,,2x1TB PCIe SSD (2TB available storage),Standard,No,5 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P15v,3302.0,12451.0,Intel Core i7 10th Gen 2.60GHz,32.0,2048.0,,2073600,15.6
1339,1339,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.1,lenovo,Yes,Black,,,,12MB Cache,2.60GHz,Intel Core i7 10th Gen,"November 16, 2021",,,NVIDIA Quadro P600,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,,Windows 11 Pro,No,,,,326371.2,1920 x 1080,,"15.6""",ThinkPad P15v,2 TB,,2x1TB PCIe SSD (2TB available storage),Standard,No,5 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P15v,3302.0,12451.0,Intel Core i7 10th Gen 2.60GHz,16.0,2048.0,,2073600,15.6
1340,1340,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.1,lenovo,Yes,Black,,,,12MB Cache,2.60GHz,Intel Core i7 10th Gen,"November 16, 2021",,,NVIDIA Quadro P600,Dedicated Card,,,1 x HDMI,Standard,,64GB,,,,,,Windows 11 Pro,No,,,,378310.4,1920 x 1080,,"15.6""",ThinkPad P15v,1 TB,,1TB PCIe SSD,Standard,No,5 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P15v,3302.0,12451.0,Intel Core i7 10th Gen 2.60GHz,64.0,1024.0,,2073600,15.6
1341,1341,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,Yes,Silver,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"November 16, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,32GB,,,,,,Windows 10 Home,No,,,,527668.8,1920 x 1080,,"16.1""",Victus -16t,8 TB,,2x4TB PCIe SSD RAID 0  (8TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Victus -16t,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,8192.0,,2073600,16.1
1342,1342,65-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,2-cell Lithium Ion,Bluetooth 5.0,lenovo,4-in-1,Blue,,,Intel Core i7-1165G7,,1165G7 (2.80GHz),Intel Core i7 11th Gen,"November 16, 2021","9.31"" x 14.14"" x 0.78""",Full HD,Intel Iris Xe Graphics,Integrated Card,Intel Iris Xe Graphics,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,8GB,0.0,1.0,4 GB x 2,3,Quad-core Processor,Windows 10 Pro,,Fingerprint reader,,,129276.8,1920 x 1080,"15.6"" FHD Display","15.6""",IdeaPad,256 GB,256 GB,256GB SSD,,No,4.7GHz,home_personal,,"1x USB-C 3.2 Gen 1, 1x USB 2.0, 1x USB 3.2 Gen 1",,Yes,3 - 3.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,,20 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,1 x SO-DIMM,,,,,,,1x HDMI,,,,12MB SmartCache,,,,,,,,,,IdeaPad 3,2831.0,10632.0,Intel Core i7 11th Gen 1165G7 (2.80GHz),8.0,256.0,,2073600,15.6
1343,1343,65-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,2-cell Lithium Ion,Bluetooth 5.0,lenovo,4-in-1,Blue,,,Intel Core i7-1165G7,,1165G7 (2.80GHz),Intel Core i7 11th Gen,"November 16, 2021","9.31"" x 14.14"" x 0.78""",Full HD,Intel Iris Xe Graphics,Integrated Card,Intel Iris Xe Graphics,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,8GB,0.0,1.0,4 GB x 2,3,Quad-core Processor,Windows 10 Pro,,Fingerprint reader,,,126403.2,1920 x 1080,"15.6"" FHD Display","15.6""",IdeaPad,128 GB,128 GB,128GB SSD,,No,4.7GHz,home_personal,,"1x USB-C 3.2 Gen 1, 1x USB 2.0, 1x USB 3.2 Gen 1",,Yes,3 - 3.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,,20 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,1 x SO-DIMM,,,,,,,1x HDMI,,,,12MB SmartCache,,,,,,,,,,IdeaPad 3,2831.0,10632.0,Intel Core i7 11th Gen 1165G7 (2.80GHz),8.0,128.0,,2073600,15.6
1344,1344,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,Yes,Silver,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"November 16, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,64GB,,,,,,Windows 10 Pro,No,,,,506612.8000000001,1920 x 1080,,"16.1""",Victus -16t,2 TB,,2x2TB PCIe SSD RAID 1  (2TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Victus -16t,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,2048.0,,2073600,16.1
1345,1345,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,Yes,Silver,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"November 16, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,32GB,,,,,,Windows 10 Pro,No,,,,439233.6,1920 x 1080,,"16.1""",Victus -16t,4 TB,,2x2TB PCIe SSD RAID 0  (4TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Victus -16t,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,4096.0,,2073600,16.1
1346,1346,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,Yes,Silver,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"November 16, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,32GB,,,,,,Windows 10 Home,No,,,,415369.6,1920 x 1080,,"16.1""",Victus -16t,2 TB,,2x2TB PCIe SSD RAID 1  (2TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Victus -16t,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,2048.0,,2073600,16.1
1347,1347,65-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,2-cell Lithium Ion,Bluetooth 5.0,lenovo,4-in-1,Blue,,,Intel Core i7-1165G7,,1165G7 (2.80GHz),Intel Core i7 11th Gen,"November 16, 2021","9.31"" x 14.14"" x 0.78""",Full HD,Intel Iris Xe Graphics,Integrated Card,Intel Iris Xe Graphics,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,12GB,0.0,1.0,8 GB x 1 + 4 GB x 1,3,Quad-core Processor,Windows 10 Pro,,Fingerprint reader,,,132150.4,1920 x 1080,"15.6"" FHD Display","15.6""",IdeaPad,256 GB,256 GB,256GB SSD,,No,4.7GHz,home_personal,,"1x USB-C 3.2 Gen 1, 1x USB 2.0, 1x USB 3.2 Gen 1",,Yes,3 - 3.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,,20 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,1 x SO-DIMM,,,,,,,1x HDMI,,,,12MB SmartCache,,,,,,,,,,IdeaPad 3,2831.0,10632.0,Intel Core i7 11th Gen 1165G7 (2.80GHz),12.0,256.0,,2073600,15.6
1348,1348,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,Yes,Silver,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"November 16, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,64GB,,,,,,Windows 10 Home,No,,,,482750.4,1920 x 1080,,"16.1""",Victus -16t,2 TB,,2x2TB PCIe SSD RAID 1  (2TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Victus -16t,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,2048.0,,2073600,16.1
1349,1349,65-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,2-cell Lithium Ion,Bluetooth 5.0,lenovo,4-in-1,Blue,,,Intel Core i7-1165G7,,1165G7 (2.80GHz),Intel Core i7 11th Gen,"November 16, 2021","9.31"" x 14.14"" x 0.78""",Full HD,Intel Iris Xe Graphics,Integrated Card,Intel Iris Xe Graphics,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,8GB,0.0,1.0,4 GB x 2,3,Quad-core Processor,Windows 10 Pro,,Fingerprint reader,,,132150.4,1920 x 1080,"15.6"" FHD Display","15.6""",IdeaPad,512 GB,512 GB,512GB SSD,,No,4.7GHz,home_personal,,"1x USB-C 3.2 Gen 1, 1x USB 2.0, 1x USB 3.2 Gen 1",,Yes,3 - 3.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,,20 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,1 x SO-DIMM,,,,,,,1x HDMI,,,,12MB SmartCache,,,,,,,,,,IdeaPad 3,2831.0,10632.0,Intel Core i7 11th Gen 1165G7 (2.80GHz),8.0,512.0,,2073600,15.6
1350,1350,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.1,lenovo,Yes,Black,,,,12MB Cache,2.60GHz,Intel Core i7 10th Gen,"November 16, 2021",,,NVIDIA Quadro P600,Dedicated Card,,,1 x HDMI,Standard,,64GB,,,,,,Windows 11 Pro,No,,,,609929.6,1920 x 1080,,"15.6""",ThinkPad P15v,8 TB,,2x4TB PCIe SSD (8TB available storage),Standard,No,5 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P15v,3302.0,12451.0,Intel Core i7 10th Gen 2.60GHz,64.0,8192.0,,2073600,15.6
1351,1351,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,Yes,Silver,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"November 16, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,32GB,,,,,,Windows 10 Home,No,,,,527668.8,1920 x 1080,,"16.1""",Victus -16t,4 TB,,2x4TB PCIe SSD RAID 1  (4TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Victus -16t,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,4096.0,,2073600,16.1
1352,1352,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.1,lenovo,Yes,Black,,,,12MB Cache,2.60GHz,Intel Core i7 10th Gen,"November 16, 2021",,,NVIDIA Quadro P600,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,,Windows 11 Pro,No,,,,228108.8,1920 x 1080,,"15.6""",ThinkPad P15v,512 GB,,512GB PCIe SSD,Standard,No,5 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P15v,3302.0,12451.0,Intel Core i7 10th Gen 2.60GHz,16.0,512.0,,2073600,15.6
1353,1353,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,Yes,Silver,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"November 16, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,64GB,,,,,,Windows 10 Pro,No,,,,618913.6,1920 x 1080,,"16.1""",Victus -16t,8 TB,,2x4TB PCIe SSD RAID 0  (8TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Victus -16t,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,8192.0,,2073600,16.1
1354,1354,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,Yes,Silver,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"November 16, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,64GB,,,,,,Windows 10 Home,No,,,,412561.6,1920 x 1080,,"16.1""",Victus -16t,2 TB,,2x1TB PCIe SSD RAID 0  (2TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Victus -16t,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,2048.0,,2073600,16.1
1355,1355,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.1,lenovo,Yes,Black,,,,12MB Cache,2.60GHz,Intel Core i7 10th Gen,"November 16, 2021",,,NVIDIA Quadro P600,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,,Windows 11 Pro,No,,,,508859.2,1920 x 1080,,"15.6""",ThinkPad P15v,8 TB,,2x4TB PCIe SSD (8TB available storage),Standard,No,5 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ThinkPad P15v,3302.0,12451.0,Intel Core i7 10th Gen 2.60GHz,16.0,8192.0,,2073600,15.6
1356,1356,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,Yes,Silver,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"November 16, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,16GB,,,,,,Windows 11 Pro,No,,,,388697.6,1920 x 1080,,"16.1""",Victus -16t,4 TB,,2x2TB PCIe SSD RAID 0  (4TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Victus -16t,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,4096.0,,2073600,16.1
1357,1357,45-watt AC Adapter,,,3-cell 41WHr Li-ion battery,Bluetooth 5.0,hp,Multi-format SD media card reader,Chalkboard gray with a mesh knit pattern (Top cover) & Chalkboard gray with a mesh knit pattern (Keyboard deck),,Tiger Lake,Intel Core i5-1135G7 2.40 GHz,8 MB,1135G7 (2.40GHz),Intel Core i5 11th Gen,"November 16, 2021",,,Intel Iris Xe Graphics,Integrated Card,Intel Iris Xe Graphics,1TB,,Full-size jet black bilingual keyboard (ENGLISH/FRENCH) with numeric keypad,HD micro-edge BrightView Touchscreen Display,8GB,,,4 GB x 2,15-dw3017ca,Quad-core Processor,Windows 10 Home 64-bit,No,,,193Y6UAR#ABL,93475.2,1366 x 768,"15.6"" Touchscreen","15.6""",,256 GB PCIe,1 TB 5400 RPM HDD + 256 GB PCIe NVMe M.2 SSD,,Standard,Yes,,home_personal,Consumer,,Shared system memory,HP True Vision 720p HD camera with integrated dual array digital microphones,,Yes,Wi-Fi 6,Intel Wi-Fi 6 AX201 (2x2),HD Audio with stereo speakers,,,10/100/1000Mbps,,DDR4 2666,,,,,,,,,,,,,,,,,,,,,,,,,,SATA,5400 RPM,,,,,15-dw3017ca,2831.0,10715.0,Intel Core i5 11th Gen 1135G7 (2.40GHz),8.0,286.0,30.0,1049088,15.6
1358,1358,230-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,4-cell Lithium Ion,Bluetooth 5.0,lenovo,,Blue,,,AMD Ryzen 7 5800H,16MB,3.20GHz,AMD Ryzen 7,"November 15, 2021","10.26"" x 14.27"" x 1.01""",Full HD,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,NVIDIA GeForce RTX 3050 Ti Laptop GPU,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,32GB,0.0,2.0,16 GB x 2,5,8-core Processor,Windows 10 Pro,,,,,219523.2,1920 x 1080,"15.6"" FHD 165Hz Display","15.6""",Legion,1 TB,1 TB,1TB NVMe SSD,,No,4.4GHz,gaming,,"4x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 2",4GB,Yes,5 - 5.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,10/100/1000Mbps,64 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,2 x SO-DIMM,,,,,,,"1x HDMI, 2x DisplayPort via USB-C",,,,,,4MB,,,,,,,,Legion 5,9367.0,21653.0,AMD Ryzen 7 3.20GHz,32.0,1024.0,,2073600,15.6
1359,1359,230-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,4-cell Lithium Ion,Bluetooth 5.0,lenovo,,Blue,,,AMD Ryzen 7 5800H,16MB,3.20GHz,AMD Ryzen 7,"November 15, 2021","10.26"" x 14.27"" x 1.01""",Full HD,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,NVIDIA GeForce RTX 3050 Ti Laptop GPU,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,16GB,0.0,2.0,8 GB x 2,5,8-core Processor,Windows 10 Pro,,,,,201131.2,1920 x 1080,"15.6"" FHD 165Hz Display","15.6""",Legion,512 GB,512 GB,512GB NVMe SSD,,No,4.4GHz,gaming,,"4x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 2",4GB,Yes,5 - 5.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,10/100/1000Mbps,64 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,2 x SO-DIMM,,,,,,,"1x HDMI, 2x DisplayPort via USB-C",,,,,,4MB,,,,,,,,Legion 5,9367.0,21653.0,AMD Ryzen 7 3.20GHz,16.0,512.0,,2073600,15.6
1360,1360,230-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,3-cell Lithium Ion,Bluetooth 5.0,asus,,Dark Gray,,,Intel Core i7-10750H,,2.60GHz,Intel Core i7 10th Gen,"November 15, 2021","9.92"" x 14.17"" x 0.78""",Full HD,NVIDIA GeForce RTX 2070,Dedicated Card,NVIDIA GeForce RTX 2070,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,16GB,0.0,2.0,8 GB x 2,Zephyrus M15,6-core Processor,Windows 10 Pro,,,,,199406.4,1920 x 1080,"15.6"" FHD Display","15.6""",ROG,1 TB,1 TB,1TB NVMe SSD,,No,5.0GHz,home_personal,,,8GB,,4 - 4.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,10/100/1000Mbps,24 GB,DDR4 2400,Smart AMP Speakers,,,Yes,,,,,,Retail,2 x SO-DIMM,,,,,,,"1x HDMI, 1x Thunderbolt 3",,,,12MB SmartCache,,,,,,,Yes,,,ROG Zephyrus M15,12354.0,12451.0,Intel Core i7 10th Gen 2.60GHz,16.0,1024.0,,2073600,15.6
1361,1361,230-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,4-cell Lithium Ion,Bluetooth 5.0,lenovo,,Blue,,,AMD Ryzen 7 5800H,16MB,3.20GHz,AMD Ryzen 7,"November 15, 2021","10.26"" x 14.27"" x 1.01""",Full HD,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,NVIDIA GeForce RTX 3050 Ti Laptop GPU,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,8GB,1.0,2.0,8 GB x 1,5,8-core Processor,Windows 10 Home,,,,,192480.0,1920 x 1080,"15.6"" FHD 165Hz Display","15.6""",Legion,512 GB,512 GB,512GB NVMe SSD,,No,4.4GHz,gaming,,"4x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 2",4GB,Yes,5 - 5.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,10/100/1000Mbps,64 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,2 x SO-DIMM,,,,,,,"1x HDMI, 2x DisplayPort via USB-C",,,,,,4MB,,,,,,,,Legion 5,9367.0,21653.0,AMD Ryzen 7 3.20GHz,8.0,512.0,,2073600,15.6
1362,1362,230-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,4-cell Lithium Ion,Bluetooth 5.0,lenovo,,Blue,,,AMD Ryzen 7 5800H,16MB,3.20GHz,AMD Ryzen 7,"November 15, 2021","10.26"" x 14.27"" x 1.01""",Full HD,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,NVIDIA GeForce RTX 3050 Ti Laptop GPU,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,64GB,0.0,2.0,32 GB x 2,5,8-core Processor,Windows 10 Pro,,,,,244230.4,1920 x 1080,"15.6"" FHD 165Hz Display","15.6""",Legion,1 TB,1 TB,1TB NVMe SSD,,No,4.4GHz,gaming,,"4x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 2",4GB,Yes,5 - 5.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,10/100/1000Mbps,64 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,2 x SO-DIMM,,,,,,,"1x HDMI, 2x DisplayPort via USB-C",,,,,,4MB,,,,,,,,Legion 5,9367.0,21653.0,AMD Ryzen 7 3.20GHz,64.0,1024.0,,2073600,15.6
1363,1363,230-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,4-cell Lithium Ion,Bluetooth 5.0,lenovo,,Blue,,,AMD Ryzen 7 5800H,16MB,3.20GHz,AMD Ryzen 7,"November 15, 2021","10.26"" x 14.27"" x 1.01""",Full HD,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,NVIDIA GeForce RTX 3050 Ti Laptop GPU,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,8GB,1.0,2.0,8 GB x 1,5,8-core Processor,Windows 10 Pro,,,,,196790.4,1920 x 1080,"15.6"" FHD 165Hz Display","15.6""",Legion,512 GB,512 GB,512GB NVMe SSD,,No,4.4GHz,gaming,,"4x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 2",4GB,Yes,5 - 5.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,10/100/1000Mbps,64 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,2 x SO-DIMM,,,,,,,"1x HDMI, 2x DisplayPort via USB-C",,,,,,4MB,,,,,,,,Legion 5,9367.0,21653.0,AMD Ryzen 7 3.20GHz,8.0,512.0,,2073600,15.6
1364,1364,230-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,4-cell Lithium Ion,Bluetooth 5.0,lenovo,,Blue,,,AMD Ryzen 7 5800H,16MB,3.20GHz,AMD Ryzen 7,"November 15, 2021","10.26"" x 14.27"" x 1.01""",Full HD,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,NVIDIA GeForce RTX 3050 Ti Laptop GPU,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,16GB,0.0,2.0,8 GB x 2,5,8-core Processor,Windows 10 Pro,,,,,211153.6,1920 x 1080,"15.6"" FHD 165Hz Display","15.6""",Legion,1 TB,1 TB,1TB NVMe SSD,,No,4.4GHz,gaming,,"4x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 2",4GB,Yes,5 - 5.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,10/100/1000Mbps,64 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,2 x SO-DIMM,,,,,,,"1x HDMI, 2x DisplayPort via USB-C",,,,,,4MB,,,,,,,,Legion 5,9367.0,21653.0,AMD Ryzen 7 3.20GHz,16.0,1024.0,,2073600,15.6
1365,1365,230-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Backlit,4-cell Lithium Ion,Bluetooth 5.0,lenovo,,Blue,,,AMD Ryzen 7 5800H,16MB,3.20GHz,AMD Ryzen 7,"November 15, 2021","10.26"" x 14.27"" x 1.01""",Full HD,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,NVIDIA GeForce RTX 3050 Ti Laptop GPU,,1 x HDMI,Backlit Keyboard,In-plane Switching (IPS) Technology,32GB,0.0,2.0,16 GB x 2,5,8-core Processor,Windows 10 Pro,,,,,212590.4,1920 x 1080,"15.6"" FHD 165Hz Display","15.6""",Legion,512 GB,512 GB,512GB NVMe SSD,,No,4.4GHz,gaming,,"4x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 2",4GB,Yes,5 - 5.9 lbs.,Yes,,Wi-Fi 6,Integrated Sound card,> 5 hours,,10/100/1000Mbps,64 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,2 x SO-DIMM,,,,,,,"1x HDMI, 2x DisplayPort via USB-C",,,,,,4MB,,,,,,,,Legion 5,9367.0,21653.0,AMD Ryzen 7 3.20GHz,32.0,512.0,,2073600,15.6
